Country,Country code,Poptype,year,population
Benin,204,Pop,2015,10880
Benin,204,MalePop,1990,2417
Benin,204,MalePop,1995,2928
Benin,204,MalePop,2000,3408
Benin,204,MalePop,2005,4048
Benin,204,MalePop,2010,4731
Benin,204,MalePop,2015,5426
Benin,204,FemalePop,1990,2584
Benin,204,FemalePop,1995,3058
Benin,204,FemalePop,2000,3541
Benin,204,FemalePop,2005,4134
Benin,204,FemalePop,2010,4778
Benin,204,FemalePop,2015,5454
Burkina Faso,854,Pop,1990,8811
Burkina Faso,854,Pop,1995,10090
Burkina Faso,854,Pop,2000,11608
Burkina Faso,854,Pop,2005,13422
Burkina Faso,854,Pop,2010,15632
Burkina Faso,854,Pop,2015,18106
Burkina Faso,854,MalePop,1990,4306
Burkina Faso,854,MalePop,1995,4943
Burkina Faso,854,MalePop,2000,5702
Burkina Faso,854,MalePop,2005,6622
Burkina Faso,854,MalePop,2010,7737
Burkina Faso,854,MalePop,2015,8984
Burkina Faso,854,FemalePop,1990,4505
Burkina Faso,854,FemalePop,1995,5147
Burkina Faso,854,FemalePop,2000,5906
Burkina Faso,854,FemalePop,2005,6800
Burkina Faso,854,FemalePop,2010,7895
Burkina Faso,854,FemalePop,2015,9121
Cabo Verde,132,Pop,1990,341
Cabo Verde,132,Pop,1995,389
Cabo Verde,132,Pop,2000,439
Cabo Verde,132,Pop,2005,474
Cabo Verde,132,Pop,2010,490
Cabo Verde,132,Pop,2015,521
Cabo Verde,132,MalePop,1990,162
Cabo Verde,132,MalePop,1995,187
Cabo Verde,132,MalePop,2000,212
Cabo Verde,132,MalePop,2005,232
Cabo Verde,132,MalePop,2010,241
Cabo Verde,132,MalePop,2015,257
Cabo Verde,132,FemalePop,1990,179
Cabo Verde,132,FemalePop,1995,202
Cabo Verde,132,FemalePop,2000,227
Cabo Verde,132,FemalePop,2005,242
Cabo Verde,132,FemalePop,2010,249
Cabo Verde,132,FemalePop,2015,264
C<f4>te d'Ivoire,384,Pop,1990,12166
C<f4>te d'Ivoire,384,Pop,1995,14404
C<f4>te d'Ivoire,384,Pop,2000,16518
C<f4>te d'Ivoire,384,Pop,2005,18133
C<f4>te d'Ivoire,384,Pop,2010,20132
C<f4>te d'Ivoire,384,Pop,2015,22702
C<f4>te d'Ivoire,384,MalePop,1990,6329
C<f4>te d'Ivoire,384,MalePop,1995,7468
C<f4>te d'Ivoire,384,MalePop,2000,8533
C<f4>te d'Ivoire,384,MalePop,2005,9306
C<f4>te d'Ivoire,384,MalePop,2010,10279
C<f4>te d'Ivoire,384,MalePop,2015,11546
C<f4>te d'Ivoire,384,FemalePop,1990,5837
C<f4>te d'Ivoire,384,FemalePop,1995,6936
C<f4>te d'Ivoire,384,FemalePop,2000,7984
C<f4>te d'Ivoire,384,FemalePop,2005,8827
C<f4>te d'Ivoire,384,FemalePop,2010,9853
C<f4>te d'Ivoire,384,FemalePop,2015,11155
Gambia,270,Pop,1990,917
Gambia,270,Pop,1995,1066
Gambia,270,Pop,2000,1229
Gambia,270,Pop,2005,1441
Gambia,270,Pop,2010,1693
Gambia,270,Pop,2015,1991
Gambia,270,MalePop,1990,462
Gambia,270,MalePop,1995,533
Gambia,270,MalePop,2000,610
Gambia,270,MalePop,2005,714
Gambia,270,MalePop,2010,838
Gambia,270,MalePop,2015,986
Gambia,270,FemalePop,1990,455
Gambia,270,FemalePop,1995,533
Gambia,270,FemalePop,2000,619
Gambia,270,FemalePop,2005,726
Gambia,270,FemalePop,2010,855
Gambia,270,FemalePop,2015,1005
Ghana,288,Pop,1990,14628
Ghana,288,Pop,1995,16761
Ghana,288,Pop,2000,18825
Ghana,288,Pop,2005,21390
Ghana,288,Pop,2010,24318
Ghana,288,Pop,2015,27410
Ghana,288,MalePop,1990,7434
Ghana,288,MalePop,1995,8474
Ghana,288,MalePop,2000,9507
Ghana,288,MalePop,2005,10686
Ghana,288,MalePop,2010,12035
Ghana,288,MalePop,2015,13635
Ghana,288,FemalePop,1990,7195
Ghana,288,FemalePop,1995,8287
Ghana,288,FemalePop,2000,9318
Ghana,288,FemalePop,2005,10704
Ghana,288,FemalePop,2010,12283
Ghana,288,FemalePop,2015,13774
Guinea,324,Pop,1990,6034
Guinea,324,Pop,1995,7863
Guinea,324,Pop,2000,8799
Guinea,324,Pop,2005,9669
Guinea,324,Pop,2010,11012
Guinea,324,Pop,2015,12609
Guinea,324,MalePop,1990,2984
Guinea,324,MalePop,1995,3900
Guinea,324,MalePop,2000,4382
Guinea,324,MalePop,2005,4833
Guinea,324,MalePop,2010,5513
Guinea,324,MalePop,2015,6322
Guinea,324,FemalePop,1990,3050
Guinea,324,FemalePop,1995,3963
Guinea,324,FemalePop,2000,4418
Guinea,324,FemalePop,2005,4836
Guinea,324,FemalePop,2010,5500
Guinea,324,FemalePop,2015,6286
Guinea-Bissau,624,Pop,1990,1056
Guinea-Bissau,624,Pop,1995,1181
Guinea-Bissau,624,Pop,2000,1315
Guinea-Bissau,624,Pop,2005,1463
Guinea-Bissau,624,Pop,2010,1634
Guinea-Bissau,624,Pop,2015,1844
Guinea-Bissau,624,MalePop,1990,521
Guinea-Bissau,624,MalePop,1995,583
Guinea-Bissau,624,MalePop,2000,650
Guinea-Bissau,624,MalePop,2005,725
Guinea-Bissau,624,MalePop,2010,811
Guinea-Bissau,624,MalePop,2015,916
Guinea-Bissau,624,FemalePop,1990,535
Guinea-Bissau,624,FemalePop,1995,598
Guinea-Bissau,624,FemalePop,2000,665
Guinea-Bissau,624,FemalePop,2005,737
Guinea-Bissau,624,FemalePop,2010,823
Guinea-Bissau,624,FemalePop,2015,929
Liberia,430,Pop,1990,2103
Liberia,430,Pop,1995,2080
Liberia,430,Pop,2000,2892
Liberia,430,Pop,2005,3270
Liberia,430,Pop,2010,3958
Liberia,430,Pop,2015,4503
Liberia,430,MalePop,1990,1047
Liberia,430,MalePop,1995,1035
Liberia,430,MalePop,2000,1445
Liberia,430,MalePop,2005,1639
Liberia,430,MalePop,2010,1990
Liberia,430,MalePop,2015,2270
Liberia,430,FemalePop,1990,1056
Liberia,430,FemalePop,1995,1045
Liberia,430,FemalePop,2000,1447
Liberia,430,FemalePop,2005,1630
Liberia,430,FemalePop,2010,1968
Liberia,430,FemalePop,2015,2234
Mali,466,Pop,1990,8482
Mali,466,Pop,1995,9641
Mali,466,Pop,2000,11047
Mali,466,Pop,2005,12881
Mali,466,Pop,2010,15167
Mali,466,Pop,2015,17600
Mali,466,MalePop,1990,4197
Mali,466,MalePop,1995,4791
Mali,466,MalePop,2000,5517
Mali,466,MalePop,2005,6465
Mali,466,MalePop,2010,7644
Mali,466,MalePop,2015,8885
Mali,466,FemalePop,1990,4285
Mali,466,FemalePop,1995,4850
Mali,466,FemalePop,2000,5530
Mali,466,FemalePop,2005,6417
Mali,466,FemalePop,2010,7523
Mali,466,FemalePop,2015,8715
Mauritania,478,Pop,1990,2024
Mauritania,478,Pop,1995,2334
Mauritania,478,Pop,2000,2711
Mauritania,478,Pop,2005,3154
Mauritania,478,Pop,2010,3591
Mauritania,478,Pop,2015,4068
Mauritania,478,MalePop,1990,1009
Mauritania,478,MalePop,1995,1165
Mauritania,478,MalePop,2000,1358
Mauritania,478,MalePop,2005,1584
Mauritania,478,MalePop,2010,1805
Mauritania,478,MalePop,2015,2047
Mauritania,478,FemalePop,1990,1015
Mauritania,478,FemalePop,1995,1169
Mauritania,478,FemalePop,2000,1354
Mauritania,478,FemalePop,2005,1570
Mauritania,478,FemalePop,2010,1786
Mauritania,478,FemalePop,2015,2021
Niger,562,Pop,1990,7912
Niger,562,Pop,1995,9362
Niger,562,Pop,2000,11225
Niger,562,Pop,2005,13485
Niger,562,Pop,2010,16292
Niger,562,Pop,2015,19899
Niger,562,MalePop,1990,3890
Niger,562,MalePop,1995,4636
Niger,562,MalePop,2000,5612
Niger,562,MalePop,2005,6768
Niger,562,MalePop,2010,8202
Niger,562,MalePop,2015,10029
Niger,562,FemalePop,1990,4021
Niger,562,FemalePop,1995,4726
Niger,562,FemalePop,2000,5613
Niger,562,FemalePop,2005,6717
Niger,562,FemalePop,2010,8090
Niger,562,FemalePop,2015,9870
Nigeria,566,Pop,1990,95617
Nigeria,566,Pop,1995,108425
Nigeria,566,Pop,2000,122877
Nigeria,566,Pop,2005,139611
Nigeria,566,Pop,2010,159425
Nigeria,566,Pop,2015,182202
Nigeria,566,MalePop,1990,48276
Nigeria,566,MalePop,1995,54793
Nigeria,566,MalePop,2000,62210
Nigeria,566,MalePop,2005,70832
Nigeria,566,MalePop,2010,81051
Nigeria,566,MalePop,2015,92789
Nigeria,566,FemalePop,1990,47341
Nigeria,566,FemalePop,1995,53632
Nigeria,566,FemalePop,2000,60667
Nigeria,566,FemalePop,2005,68780
Nigeria,566,FemalePop,2010,78374
Nigeria,566,FemalePop,2015,89413
Saint Helena,654,Pop,1990,6
Saint Helena,654,Pop,1995,5
Saint Helena,654,Pop,2000,5
Saint Helena,654,Pop,2005,4
Saint Helena,654,Pop,2010,4
Saint Helena,654,Pop,2015,4
Saint Helena,654,MalePop,1990,NA
Saint Helena,654,MalePop,1995,NA
Saint Helena,654,MalePop,2000,NA
Saint Helena,654,MalePop,2005,NA
Saint Helena,654,MalePop,2010,NA
Saint Helena,654,MalePop,2015,NA
Saint Helena,654,FemalePop,1990,NA
Saint Helena,654,FemalePop,1995,NA
Saint Helena,654,FemalePop,2000,NA
Saint Helena,654,FemalePop,2005,NA
Saint Helena,654,FemalePop,2010,NA
Saint Helena,654,FemalePop,2015,NA
Senegal,686,Pop,1990,7514
Senegal,686,Pop,1995,8711
Senegal,686,Pop,2000,9861
Senegal,686,Pop,2005,11269
Senegal,686,Pop,2010,12957
Senegal,686,Pop,2015,15129
Senegal,686,MalePop,1990,3740
Senegal,686,MalePop,1995,4325
Senegal,686,MalePop,2000,4853
Senegal,686,MalePop,2005,5527
Senegal,686,MalePop,2010,6344
Senegal,686,MalePop,2015,7429
Senegal,686,FemalePop,1990,3774
Senegal,686,FemalePop,1995,4386
Senegal,686,FemalePop,2000,5008
Senegal,686,FemalePop,2005,5742
Senegal,686,FemalePop,2010,6613
Senegal,686,FemalePop,2015,7701
Sierra Leone,694,Pop,1990,3931
Sierra Leone,694,Pop,1995,3838
Sierra Leone,694,Pop,2000,4061
Sierra Leone,694,Pop,2005,5071
Sierra Leone,694,Pop,2010,5776
Sierra Leone,694,Pop,2015,6453
Sierra Leone,694,MalePop,1990,1942
Sierra Leone,694,MalePop,1995,1895
Sierra Leone,694,MalePop,2000,2005
Sierra Leone,694,MalePop,2005,2501
Sierra Leone,694,MalePop,2010,2852
Sierra Leone,694,MalePop,2015,3193
Sierra Leone,694,FemalePop,1990,1990
Sierra Leone,694,FemalePop,1995,1943
Sierra Leone,694,FemalePop,2000,2056
Sierra Leone,694,FemalePop,2005,2570
Sierra Leone,694,FemalePop,2010,2924
Sierra Leone,694,FemalePop,2015,3260
Togo,768,Pop,1990,3787
Togo,768,Pop,1995,4284
Togo,768,Pop,2000,4875
Togo,768,Pop,2005,5578
Togo,768,Pop,2010,6391
Togo,768,Pop,2015,7305
Togo,768,MalePop,1990,1868
Togo,768,MalePop,1995,2092
Togo,768,MalePop,2000,2383
Togo,768,MalePop,2005,2737
Togo,768,MalePop,2010,3148
Togo,768,MalePop,2015,3609
Togo,768,FemalePop,1990,1919
Togo,768,FemalePop,1995,2192
Togo,768,FemalePop,2000,2492
Togo,768,FemalePop,2005,2841
Togo,768,FemalePop,2010,3243
Togo,768,FemalePop,2015,3695
Kazakhstan,398,Pop,1990,16530
Kazakhstan,398,Pop,1995,15926
Kazakhstan,398,Pop,2000,14957
Kazakhstan,398,Pop,2005,15452
Kazakhstan,398,Pop,2010,16311
Kazakhstan,398,Pop,2015,17625
Kazakhstan,398,MalePop,1990,8002
Kazakhstan,398,MalePop,1995,7693
Kazakhstan,398,MalePop,2000,7171
Kazakhstan,398,MalePop,2005,7421
Kazakhstan,398,MalePop,2010,7862
Kazakhstan,398,MalePop,2015,8512
Kazakhstan,398,FemalePop,1990,8528
Kazakhstan,398,FemalePop,1995,8233
Kazakhstan,398,FemalePop,2000,7786
Kazakhstan,398,FemalePop,2005,8031
Kazakhstan,398,FemalePop,2010,8449
Kazakhstan,398,FemalePop,2015,9113
Kyrgyzstan,417,Pop,1990,4395
Kyrgyzstan,417,Pop,1995,4592
Kyrgyzstan,417,Pop,2000,4955
Kyrgyzstan,417,Pop,2005,5115
Kyrgyzstan,417,Pop,2010,5465
Kyrgyzstan,417,Pop,2015,5940
Kyrgyzstan,417,MalePop,1990,2149
Kyrgyzstan,417,MalePop,1995,2260
Kyrgyzstan,417,MalePop,2000,2444
Kyrgyzstan,417,MalePop,2005,2530
Kyrgyzstan,417,MalePop,2010,2695
Kyrgyzstan,417,MalePop,2015,2940
Kyrgyzstan,417,FemalePop,1990,2245
Kyrgyzstan,417,FemalePop,1995,2333
Kyrgyzstan,417,FemalePop,2000,2511
Kyrgyzstan,417,FemalePop,2005,2585
Kyrgyzstan,417,FemalePop,2010,2770
Kyrgyzstan,417,FemalePop,2015,3000
Tajikistan,762,Pop,1990,5297
Tajikistan,762,Pop,1995,5784
Tajikistan,762,Pop,2000,6186
Tajikistan,762,Pop,2005,6806
Tajikistan,762,Pop,2010,7582
Tajikistan,762,Pop,2015,8482
Tajikistan,762,MalePop,1990,2631
Tajikistan,762,MalePop,1995,2893
Tajikistan,762,MalePop,2000,3100
Tajikistan,762,MalePop,2005,3421
Tajikistan,762,MalePop,2010,3812
Tajikistan,762,MalePop,2015,4296
Tajikistan,762,FemalePop,1990,2666
Tajikistan,762,FemalePop,1995,2891
Tajikistan,762,FemalePop,2000,3086
Tajikistan,762,FemalePop,2005,3385
Tajikistan,762,FemalePop,2010,3769
Tajikistan,762,FemalePop,2015,4186
Turkmenistan,795,Pop,1990,3668
Turkmenistan,795,Pop,1995,4188
Turkmenistan,795,Pop,2000,4501
Turkmenistan,795,Pop,2005,4748
Turkmenistan,795,Pop,2010,5042
Turkmenistan,795,Pop,2015,5374
Turkmenistan,795,MalePop,1990,1809
Turkmenistan,795,MalePop,1995,2068
Turkmenistan,795,MalePop,2000,2222
Turkmenistan,795,MalePop,2005,2342
Turkmenistan,795,MalePop,2010,2483
Turkmenistan,795,MalePop,2015,2641
Turkmenistan,795,FemalePop,1990,1859
Turkmenistan,795,FemalePop,1995,2120
Turkmenistan,795,FemalePop,2000,2279
Turkmenistan,795,FemalePop,2005,2406
Turkmenistan,795,FemalePop,2010,2559
Turkmenistan,795,FemalePop,2015,2733
Uzbekistan,860,Pop,1990,20515
Uzbekistan,860,Pop,1995,22687
Uzbekistan,860,Pop,2000,24518
Uzbekistan,860,Pop,2005,25922
Uzbekistan,860,Pop,2010,27740
Uzbekistan,860,Pop,2015,29893
Uzbekistan,860,MalePop,1990,10141
Uzbekistan,860,MalePop,1995,11258
Uzbekistan,860,MalePop,2000,12144
Uzbekistan,860,MalePop,2005,12782
Uzbekistan,860,MalePop,2010,13651
Uzbekistan,860,MalePop,2015,14699
Uzbekistan,860,FemalePop,1990,10374
Uzbekistan,860,FemalePop,1995,11430
Uzbekistan,860,FemalePop,2000,12374
Uzbekistan,860,FemalePop,2005,13140
Uzbekistan,860,FemalePop,2010,14088
Uzbekistan,860,FemalePop,2015,15194
China,156,Pop,1990,1154606
China,156,Pop,1995,1227841
China,156,Pop,2000,1269975
China,156,Pop,2005,1305601
China,156,Pop,2010,1340969
China,156,Pop,2015,1376049
China,156,MalePop,1990,592506
China,156,MalePop,1995,630561
China,156,MalePop,2000,652374
China,156,MalePop,2005,671410
China,156,MalePop,2010,690256
China,156,MalePop,2015,708977
China,156,FemalePop,1990,562099
China,156,FemalePop,1995,597281
China,156,FemalePop,2000,617600
China,156,FemalePop,2005,634191
China,156,FemalePop,2010,650712
China,156,FemalePop,2015,667072
"China, Hong Kong Special Administrative Region",344,Pop,1990,5794
"China, Hong Kong Special Administrative Region",344,Pop,1995,6144
"China, Hong Kong Special Administrative Region",344,Pop,2000,6784
"China, Hong Kong Special Administrative Region",344,Pop,2005,6842
"China, Hong Kong Special Administrative Region",344,Pop,2010,6994
"China, Hong Kong Special Administrative Region",344,Pop,2015,7288
"China, Hong Kong Special Administrative Region",344,MalePop,1990,2962
"China, Hong Kong Special Administrative Region",344,MalePop,1995,3074
"China, Hong Kong Special Administrative Region",344,MalePop,2000,3304
"China, Hong Kong Special Administrative Region",344,MalePop,2005,3270
"China, Hong Kong Special Administrative Region",344,MalePop,2010,3281
"China, Hong Kong Special Administrative Region",344,MalePop,2015,3422
"China, Hong Kong Special Administrative Region",344,FemalePop,1990,2832
"China, Hong Kong Special Administrative Region",344,FemalePop,1995,3070
"China, Hong Kong Special Administrative Region",344,FemalePop,2000,3479
"China, Hong Kong Special Administrative Region",344,FemalePop,2005,3572
"China, Hong Kong Special Administrative Region",344,FemalePop,2010,3713
"China, Hong Kong Special Administrative Region",344,FemalePop,2015,3866
"China, Macao Special Administrative Region",446,Pop,1990,360
"China, Macao Special Administrative Region",446,Pop,1995,398
"China, Macao Special Administrative Region",446,Pop,2000,432
"China, Macao Special Administrative Region",446,Pop,2005,468
"China, Macao Special Administrative Region",446,Pop,2010,535
"China, Macao Special Administrative Region",446,Pop,2015,588
"China, Macao Special Administrative Region",446,MalePop,1990,175
"China, Macao Special Administrative Region",446,MalePop,1995,193
"China, Macao Special Administrative Region",446,MalePop,2000,209
"China, Macao Special Administrative Region",446,MalePop,2005,224
"China, Macao Special Administrative Region",446,MalePop,2010,257
"China, Macao Special Administrative Region",446,MalePop,2015,283
"China, Macao Special Administrative Region",446,FemalePop,1990,185
"China, Macao Special Administrative Region",446,FemalePop,1995,205
"China, Macao Special Administrative Region",446,FemalePop,2000,223
"China, Macao Special Administrative Region",446,FemalePop,2005,244
"China, Macao Special Administrative Region",446,FemalePop,2010,278
"China, Macao Special Administrative Region",446,FemalePop,2015,305
Democratic People's Republic of Korea,408,Pop,1990,20194
Democratic People's Republic of Korea,408,Pop,1995,21764
Democratic People's Republic of Korea,408,Pop,2000,22840
Democratic People's Republic of Korea,408,Pop,2005,23813
Democratic People's Republic of Korea,408,Pop,2010,24501
Democratic People's Republic of Korea,408,Pop,2015,25155
Democratic People's Republic of Korea,408,MalePop,1990,9809
Democratic People's Republic of Korea,408,MalePop,1995,10608
Democratic People's Republic of Korea,408,MalePop,2000,11132
Democratic People's Republic of Korea,408,MalePop,2005,11624
Democratic People's Republic of Korea,408,MalePop,2010,11970
Democratic People's Republic of Korea,408,MalePop,2015,12300
Democratic People's Republic of Korea,408,FemalePop,1990,10385
Democratic People's Republic of Korea,408,FemalePop,1995,11156
Democratic People's Republic of Korea,408,FemalePop,2000,11708
Democratic People's Republic of Korea,408,FemalePop,2005,12189
Democratic People's Republic of Korea,408,FemalePop,2010,12531
Democratic People's Republic of Korea,408,FemalePop,2015,12856
Japan,392,Pop,1990,122249
Japan,392,Pop,1995,124483
Japan,392,Pop,2000,125715
Japan,392,Pop,2005,126979
Japan,392,Pop,2010,127320
Japan,392,Pop,2015,126573
Japan,392,MalePop,1990,59943
Japan,392,MalePop,1995,61010
Japan,392,MalePop,2000,61490
Japan,392,MalePop,2005,61956
Japan,392,MalePop,2010,62018
Japan,392,MalePop,2015,61559
Japan,392,FemalePop,1990,62306
Japan,392,FemalePop,1995,63473
Japan,392,FemalePop,2000,64224
Japan,392,FemalePop,2005,65023
Japan,392,FemalePop,2010,65302
Japan,392,FemalePop,2015,65015
Mongolia,496,Pop,1990,2184
Mongolia,496,Pop,1995,2298
Mongolia,496,Pop,2000,2397
Mongolia,496,Pop,2005,2526
Mongolia,496,Pop,2010,2713
Mongolia,496,Pop,2015,2959
Mongolia,496,MalePop,1990,1078
Mongolia,496,MalePop,1995,1138
Mongolia,496,MalePop,2000,1196
Mongolia,496,MalePop,2005,1257
Mongolia,496,MalePop,2010,1346
Mongolia,496,MalePop,2015,1465
Mongolia,496,FemalePop,1990,1106
Mongolia,496,FemalePop,1995,1160
Mongolia,496,FemalePop,2000,1202
Mongolia,496,FemalePop,2005,1270
Mongolia,496,FemalePop,2010,1367
Mongolia,496,FemalePop,2015,1494
Republic of Korea,410,Pop,1990,42972
Republic of Korea,410,Pop,1995,44653
Republic of Korea,410,Pop,2000,46206
Republic of Korea,410,Pop,2005,47606
Republic of Korea,410,Pop,2010,49090
Republic of Korea,410,Pop,2015,50293
Republic of Korea,410,MalePop,1990,21523
Republic of Korea,410,MalePop,1995,22361
Republic of Korea,410,MalePop,2000,23179
Republic of Korea,410,MalePop,2005,23790
Republic of Korea,410,MalePop,2010,24422
Republic of Korea,410,MalePop,2015,24995
Republic of Korea,410,FemalePop,1990,21449
Republic of Korea,410,FemalePop,1995,22292
Republic of Korea,410,FemalePop,2000,23027
Republic of Korea,410,FemalePop,2005,23816
Republic of Korea,410,FemalePop,2010,24668
Republic of Korea,410,FemalePop,2015,25298
Brunei Darussalam,96,Pop,1990,257
Brunei Darussalam,96,Pop,1995,295
Brunei Darussalam,96,Pop,2000,331
Brunei Darussalam,96,Pop,2005,362
Brunei Darussalam,96,Pop,2010,393
Brunei Darussalam,96,Pop,2015,423
Brunei Darussalam,96,MalePop,1990,136
Brunei Darussalam,96,MalePop,1995,155
Brunei Darussalam,96,MalePop,2000,168
Brunei Darussalam,96,MalePop,2005,186
Brunei Darussalam,96,MalePop,2010,203
Brunei Darussalam,96,MalePop,2015,218
Brunei Darussalam,96,FemalePop,1990,121
Brunei Darussalam,96,FemalePop,1995,140
Brunei Darussalam,96,FemalePop,2000,162
Brunei Darussalam,96,FemalePop,2005,176
Brunei Darussalam,96,FemalePop,2010,190
Brunei Darussalam,96,FemalePop,2015,205
Cambodia,116,Pop,1990,9009
Cambodia,116,Pop,1995,10694
Cambodia,116,Pop,2000,12198
Cambodia,116,Pop,2005,13320
Cambodia,116,Pop,2010,14364
Cambodia,116,Pop,2015,15578
Cambodia,116,MalePop,1990,4351
Cambodia,116,MalePop,1995,5192
Cambodia,116,MalePop,2000,5928
Cambodia,116,MalePop,2005,6465
Cambodia,116,MalePop,2010,6997
Cambodia,116,MalePop,2015,7598
Cambodia,116,FemalePop,1990,4658
Cambodia,116,FemalePop,1995,5503
Cambodia,116,FemalePop,2000,6270
Cambodia,116,FemalePop,2005,6855
Cambodia,116,FemalePop,2010,7366
Cambodia,116,FemalePop,2015,7980
Indonesia,360,Pop,1990,181437
Indonesia,360,Pop,1995,196958
Indonesia,360,Pop,2000,211540
Indonesia,360,Pop,2005,226255
Indonesia,360,Pop,2010,241613
Indonesia,360,Pop,2015,257564
Indonesia,360,MalePop,1990,91116
Indonesia,360,MalePop,1995,98526
Indonesia,360,MalePop,2000,105868
Indonesia,360,MalePop,2005,113587
Indonesia,360,MalePop,2010,121773
Indonesia,360,MalePop,2015,129688
Indonesia,360,FemalePop,1990,90321
Indonesia,360,FemalePop,1995,98432
Indonesia,360,FemalePop,2000,105672
Indonesia,360,FemalePop,2005,112667
Indonesia,360,FemalePop,2010,119840
Indonesia,360,FemalePop,2015,127876
Lao People's Democratic Republic,418,Pop,1990,4248
Lao People's Democratic Republic,418,Pop,1995,4858
Lao People's Democratic Republic,418,Pop,2000,5343
Lao People's Democratic Republic,418,Pop,2005,5745
Lao People's Democratic Republic,418,Pop,2010,6261
Lao People's Democratic Republic,418,Pop,2015,6802
Lao People's Democratic Republic,418,MalePop,1990,2124
Lao People's Democratic Republic,418,MalePop,1995,2421
Lao People's Democratic Republic,418,MalePop,2000,2661
Lao People's Democratic Republic,418,MalePop,2005,2841
Lao People's Democratic Republic,418,MalePop,2010,3106
Lao People's Democratic Republic,418,MalePop,2015,3385
Lao People's Democratic Republic,418,FemalePop,1990,2123
Lao People's Democratic Republic,418,FemalePop,1995,2437
Lao People's Democratic Republic,418,FemalePop,2000,2682
Lao People's Democratic Republic,418,FemalePop,2005,2904
Lao People's Democratic Republic,418,FemalePop,2010,3154
Lao People's Democratic Republic,418,FemalePop,2015,3417
Malaysia,458,Pop,1990,18211
Malaysia,458,Pop,1995,20725
Malaysia,458,Pop,2000,23421
Malaysia,458,Pop,2005,25796
Malaysia,458,Pop,2010,28120
Malaysia,458,Pop,2015,30331
Malaysia,458,MalePop,1990,9244
Malaysia,458,MalePop,1995,10530
Malaysia,458,MalePop,2000,11909
Malaysia,458,MalePop,2005,12995
Malaysia,458,MalePop,2010,13956
Malaysia,458,MalePop,2015,15026
Malaysia,458,FemalePop,1990,8967
Malaysia,458,FemalePop,1995,10195
Malaysia,458,FemalePop,2000,11511
Malaysia,458,FemalePop,2005,12801
Malaysia,458,FemalePop,2010,14163
Malaysia,458,FemalePop,2015,15305
Myanmar,104,Pop,1990,42007
Myanmar,104,Pop,1995,44711
Myanmar,104,Pop,2000,47670
Myanmar,104,Pop,2005,49985
Myanmar,104,Pop,2010,51733
Myanmar,104,Pop,2015,53897
Myanmar,104,MalePop,1990,20571
Myanmar,104,MalePop,1995,21911
Myanmar,104,MalePop,2000,23301
Myanmar,104,MalePop,2005,24420
Myanmar,104,MalePop,2010,25252
Myanmar,104,MalePop,2015,26335
Myanmar,104,FemalePop,1990,21437
Myanmar,104,FemalePop,1995,22800
Myanmar,104,FemalePop,2000,24369
Myanmar,104,FemalePop,2005,25564
Myanmar,104,FemalePop,2010,26481
Myanmar,104,FemalePop,2015,27562
Philippines,608,Pop,1990,61947
Philippines,608,Pop,1995,69836
Philippines,608,Pop,2000,77932
Philippines,608,Pop,2005,86141
Philippines,608,Pop,2010,93039
Philippines,608,Pop,2015,100699
Philippines,608,MalePop,1990,31293
Philippines,608,MalePop,1995,35227
Philippines,608,MalePop,2000,39249
Philippines,608,MalePop,2005,43293
Philippines,608,MalePop,2010,47060
Philippines,608,MalePop,2015,50813
Philippines,608,FemalePop,1990,30655
Philippines,608,FemalePop,1995,34609
Philippines,608,FemalePop,2000,38683
Philippines,608,FemalePop,2005,42848
Philippines,608,FemalePop,2010,45979
Philippines,608,FemalePop,2015,49887
Singapore,702,Pop,1990,3016
Singapore,702,Pop,1995,3483
Singapore,702,Pop,2000,3918
Singapore,702,Pop,2005,4496
Singapore,702,Pop,2010,5079
Singapore,702,Pop,2015,5604
Singapore,702,MalePop,1990,1518
Singapore,702,MalePop,1995,1753
Singapore,702,MalePop,2000,1957
Singapore,702,MalePop,2005,2231
Singapore,702,MalePop,2010,2506
Singapore,702,MalePop,2015,2765
Singapore,702,FemalePop,1990,1499
Singapore,702,FemalePop,1995,1730
Singapore,702,FemalePop,2000,1961
Singapore,702,FemalePop,2005,2264
Singapore,702,FemalePop,2010,2573
Singapore,702,FemalePop,2015,2839
Thailand,764,Pop,1990,56583
Thailand,764,Pop,1995,59266
Thailand,764,Pop,2000,62693
Thailand,764,Pop,2005,65864
Thailand,764,Pop,2010,66692
Thailand,764,Pop,2015,67959
Thailand,764,MalePop,1990,28027
Thailand,764,MalePop,1995,29476
Thailand,764,MalePop,2000,31005
Thailand,764,MalePop,2005,32544
Thailand,764,MalePop,2010,32938
Thailand,764,MalePop,2015,33495
Thailand,764,FemalePop,1990,28556
Thailand,764,FemalePop,1995,29790
Thailand,764,FemalePop,2000,31688
Thailand,764,FemalePop,2005,33320
Thailand,764,FemalePop,2010,33754
Thailand,764,FemalePop,2015,34465
Timor-Leste,626,Pop,1990,740
Timor-Leste,626,Pop,1995,856
Timor-Leste,626,Pop,2000,847
Timor-Leste,626,Pop,2005,989
Timor-Leste,626,Pop,2010,1057
Timor-Leste,626,Pop,2015,1185
Timor-Leste,626,MalePop,1990,374
Timor-Leste,626,MalePop,1995,433
Timor-Leste,626,MalePop,2000,430
Timor-Leste,626,MalePop,2005,502
Timor-Leste,626,MalePop,2010,537
Timor-Leste,626,MalePop,2015,602
